"Other Crops: Number of Bearing Trees/Hills/Vines, by Region and by Province, 1990-2018"

"Crop","Geolocation","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Coffee Excelsa","....Quirino",90950,90100,90100,89250,89250,88400,88400,87550,87550,86700,86700,85750,85700,85675,85675,32130,24000,24000,24000,24000,24000,20760,12500,14161,14161,13825,13825,13825,13825
"Coffee Excelsa","..REGION III (CENTRAL LUZON)",294453,318063,313557,322914,323814,323859,320656,320856,320856,257085,180560,181560,109800,92600,78945,66700,47576,48433,51530,40058,38186,38118,35476,34830,34770,33210,28143,22960,22960
"Coffee Excelsa","....Aurora",293553,317163,312657,322014,322014,322059,318856,318856,318856,255085,178560,178560,106800,89700,76245,64000,45176,45100,49000,37500,35500,35500,32850,32020,31960,30400,25333,22000,22000
"Coffee Excelsa","....Bataan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Bulacan",900,900,900,900,1800,1800,1800,2000,2000,2000,2000,3000,3000,2900,2700,2700,2400,3333,2530,2558,2686,2618,2626,2810,2810,2810,2810,960,960
"Coffee Excelsa","....Nueva Ecija",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Pampanga",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Tarlac",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Zambales",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","..REGION IV-A (CALABARZON)",2127402,2016440,2077100,2114490,2108574,2059964,2008764,2019460,1907570,1894482,1602283,1595856,1583825,1577947,1528087,1268728,1193581,1089127,1048000,967788,943899,862892,823450,819450,793261,783548,781848,778348,777698
"Coffee Excelsa","....Batangas",965580,967560,975700,966580,953280,911860,885640,879940,763350,747250,686000,682400,680300,680300,672750,657900,651325,650160,640000,568512,568512,503300,474238,470238,470238,470200,468500,465000,465000
"Coffee Excelsa","....Cavite",482642,352000,352000,352000,351724,351724,320724,320720,320700,320400,185400,185400,176400,176400,176400,176400,172400,155010,155010,155010,155010,155010,155010,155010,155003,148028,148028,148028,148028
"Coffee Excelsa","....Laguna",282000,269280,268600,267550,264890,222700,222000,221800,217420,217072,206218,203031,202100,198775,159018,127008,124500,60520,60520,60560,57532,57532,57532,57532,57300,57000,57000,57000,57310
"Coffee Excelsa","....Quezon",374500,406000,459200,508200,518700,553700,564200,581700,590800,595000,510625,510625,510625,508072,505519,294220,235576,216637,185670,176906,156045,140250,129870,129870,103920,103920,103920,103920,102960
"Coffee Excelsa","....Rizal",22680,21600,21600,20160,19980,19980,16200,15300,15300,14760,14040,14400,14400,14400,14400,13200,9780,6800,6800,6800,6800,6800,6800,6800,6800,4400,4400,4400,4400
"Coffee Excelsa","..MIMAROPA REGION",518262,452722,430530,412530,268184,200144,168335,135620,120176,107061,100576,91176,72756,72756,71636,71396,70882,70866,70630,65145,62618,55185,52395,45761,39685,36005,35202,34785,33785
"Coffee Excelsa","....Marinduque",3912,3912,3260,3260,2934,2935,2933,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2936,2930,2930,2930,2930,2959,2841,2785,1705,1668,1651,1651
"Coffee Excelsa","....Occidental Mindoro",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Oriental Mindoro",479080,413540,392000,374000,230160,158100,126250,93500,75240,61625,52640,43240,25520,25520,24200,23960,23446,23430,23200,22215,21688,21255,20936,19720,15750,15050,14334,14334,14334
"Coffee Excelsa","....Palawan",35270,35270,35270,35270,35090,39109,39152,39184,42000,42500,45000,45000,44300,44300,44500,44500,44500,44500,44500,40000,38000,31000,28500,23200,21150,19250,19200,18800,17800
"Coffee Excelsa","....Romblon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","..REGION V (BICOL REGION)",1803,2205,2302,2403,2537,1503,1512,1520,1523,1486,1472,1325,1325,1325,1325,888,888,888,888,444,444,444,444,444,439,439,395,395,395
"Coffee Excelsa","....Albay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Camarines Norte",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Camarines Sur",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Catanduanes",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Masbate",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Sorsogon",1803,2205,2302,2403,2537,1503,1512,1520,1523,1486,1472,1325,1325,1325,1325,888,888,888,888,444,444,444,444,444,439,439,395,395,395
"Coffee Excelsa","..REGION VI (WESTERN VISAYAS)",8137,8148,8159,8177,8186,8186,8197,8197,6036,1491,1491,1494,1484,1419,4399,4001,3364,3348,3413,3160,3039,3018,2918,2870,2790,2790,2790,2790,2790
"Coffee Excelsa","....Aklan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Antique",1170,1181,1192,1205,1209,1209,1220,1220,1216,1216,1216,1219,1219,1219,4199,3821,3184,3168,3263,3010,2889,2868,2868,2820,2790,2790,2790,2790,2790
"Coffee Excelsa","....Capiz",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Guimaras",260,260,260,265,270,270,270,270,270,275,275,275,265,200,200,180,180,180,150,150,150,150,50,50,..,..,..,..,..
"Coffee Excelsa","....Iloilo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Negros Occidental",6707,6707,6707,6707,6707,6707,6707,6707,4550,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","..REGION VII (CENTRAL VISAYAS)",4020,3350,2355,2350,2350,2014,1895,1895,1895,1990,1970,1950,1950,1950,1948,435,435,435,435,430,424,342,169,160,160,155,100,100,100
"Coffee Excelsa","....Bohol",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Cebu",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Negros Oriental",4020,3350,2355,2350,2350,2014,1895,1895,1895,1990,1970,1950,1950,1950,1948,435,435,435,435,430,424,342,169,160,160,155,100,100,100
"Coffee Excelsa","....Siquijor",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","..REGION VIII (EASTERN VISAYAS)",60975,55043,55647,91317,95215,94936,95400,94294,42371,35684,49841,59252,51501,51501,51501,52540,51925,51797,51221,49883,45081,43222,40923,35755,15343,24851,24753,24625,24629
"Coffee Excelsa","....Biliran",..,..,..,..,450,472,491,511,491,501,495,495,490,490,490,470,405,402,424,427,428,435,455,455,414,413,408,350,360
"Coffee Excelsa","....Eastern Samar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Leyte",21321,21939,21321,20085,20703,20394,20963,19467,19158,19467,19910,29321,20375,20375,20375,20375,19825,19700,19102,18871,18355,18039,17200,17018,5529,15168,15200,15200,15200
"Coffee Excelsa","....Northern Samar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Samar",..,..,..,..,..,..,..,..,..,..,..,..,1200,1200,1200,1200,1200,1200,1200,1200,1198,1190,1188,1192,1110,1050,1050,1050,1051
"Coffee Excelsa","....Southern Leyte",39654,33104,34326,71232,74062,74070,73946,74316,22722,15716,29436,29436,29436,29436,29436,30495,30495,30495,30495,29385,25100,23558,22080,17090,8290,8220,8095,8025,8018
"Coffee Excelsa","..REGION IX (ZAMBOANGA PENINSULA)",137643,129737,125377,123900,123681,118547,121860,102219,99018,98467,114357,95939,93007,93007,102249,98790,96467,95149,89917,83354,81514,73510,71105,65980,68676,68634,62476,47025,36925
"Coffee Excelsa","....Zamboanga del Norte",15652,16673,17695,18716,19739,20760,21782,22804,23285,24950,24952,24952,24952,24952,36600,36650,38470,40482,40550,40800,42160,37106,37106,37200,41476,41476,35476,20175,10150
"Coffee Excelsa","....Zamboanga del Sur",48791,46297,43930,41684,41693,41710,41643,41745,41183,41202,45628,27354,26500,26500,25540,25000,22600,20200,14600,9750,6550,4600,3500,2400,1700,1700,1550,1400,1330
"Coffee Excelsa","....Zamboanga Sibugay",..,..,..,..,..,..,..,..,..,..,13472,13491,14455,14455,14455,14903,14202,13272,13272,12505,12505,12505,11200,9800,9500,9458,9450,9450,9445
"Coffee Excelsa","......City of Zamboanga",73200,66767,63752,63500,62249,56077,58435,37670,34550,32315,30305,30142,27100,27100,25654,22237,21195,21195,21495,20299,20299,19299,19299,16580,16000,16000,16000,16000,16000
"Coffee Excelsa","..REGION X (NORTHERN MINDANAO)",1002642,1141127,1102811,979447,947800,850715,754474,726081,694779,696012,648372,469111,472570,480567,478543,487694,487694,446774,445440,411610,411610,411610,411610,412140,412140,411840,411560,414920,414250
"Coffee Excelsa","....Bukidnon",382103,382103,380621,257152,225400,150720,91250,76350,76250,76275,76282,4607,4607,4607,4607,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600
"Coffee Excelsa","....Camiguin",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Lanao del Norte",31200,22350,22350,22455,22560,21150,25700,25700,25700,56551,8904,8904,12363,12200,10176,19334,19334,19334,18000,18270,18270,18270,18270,18800,18800,18500,18220,12870,12200
"Coffee Excelsa","....Misamis Occidental",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Misamis Oriental",589339,736674,699840,699840,699840,678845,637524,624031,592829,563186,563186,455600,455600,463760,463760,463760,463760,422840,422840,388740,388740,388740,388740,388740,388740,388740,388740,397450,397450
"Coffee Excelsa","..REGION XI (DAVAO REGION)",3091491,3086713,3082474,2964896,2952282,2921337,2711565,2553972,2482883,2423547,2581330,2533101,2400336,2336025,2228110,2186581,2064946,1854158,1851458,1849219,1846790,1762018,1684069,1448566,1414031,1097898,1090381,1071303,1033657
"Coffee Excelsa","....Compostela Valley",..,..,..,..,..,..,..,..,..,719200,736000,736000,736000,724960,681462,644584,593017,450693,449116,449116,449116,436420,357100,138000,100500,68340,62470,49200,35750
"Coffee Excelsa","....Davao del Norte",842122,850638,854967,856397,860964,862142,870366,872454,874698,145128,146732,150768,149441,151692,155022,150371,147352,140235,139112,136873,136771,136992,139147,139012,142237,143936,144101,140239,130702
"Coffee Excelsa","....Davao del Sur",1175870,1156347,1145400,1028370,993674,958980,758667,602442,550927,503533,648057,601753,517505,485983,464940,464940,450174,413544,413544,413544,412785,412785,412785,412785,414085,410153,410153,408987,394528
"Coffee Excelsa","....Davao Oriental",132514,136106,138485,136507,143424,142267,139466,134973,113155,111583,106438,100477,100627,100627,100349,100349,99027,97046,97046,97046,97046,95159,95159,85932,85932,85932,84122,84122,83922
"Coffee Excelsa","......City of Davao",940985,943622,943622,943622,954220,957948,943066,944103,944103,944103,944103,944103,896763,872763,826337,826337,775376,752640,752640,752640,751072,680662,679878,672837,671277,389537,389535,388755,388755
"Coffee Excelsa","..REGION XII (SOCCSKSARGEN)",596334,598974,579959,563938,588684,740737,964114,955229,717784,664492,662850,762448,694566,694566,1069530,1075645,974190,964318,923700,791560,773872,748040,740820,741025,762035,774060,755950,753512,730205
"Coffee Excelsa","....Cotabato",487110,489900,490112,494504,535780,693358,924625,925100,690760,638882,640225,742898,675016,675016,1046050,1046850,945165,935500,894750,762540,743750,717750,710500,710500,731000,743000,725000,722500,700000
"Coffee Excelsa","....Sarangani",10880,12240,13600,14800,16400,18000,18000,16800,16800,16400,16400,16400,16400,16400,20500,25000,25100,25150,25150,25200,26100,26200,26225,26400,27000,27025,27025,27900,27900
"Coffee Excelsa","....Sultan Kudarat",81684,81684,61284,40884,24564,20484,12324,4164,4164,3150,3150,3150,3150,3150,2980,3115,3125,3180,3180,3200,3340,3340,3340,3340,3250,3250,3250,2437,1620
"Coffee Excelsa","....South Cotabato",16660,15150,14963,13750,11940,8895,9165,9165,6060,6060,3075,..,..,..,..,680,800,488,620,620,682,750,755,785,785,785,675,675,685
"Coffee Excelsa","..REGION XIII (CARAGA)",307345,297567,289027,291924,293870,293998,247667,243202,243890,241268,243256,242756,241645,239920,239765,234365,223015,191200,187650,180000,173545,166500,71345,66345,64855,64850,62350,62270,62270
"Coffee Excelsa","....Agusan del Norte",159650,162740,154200,158565,162498,163520,167280,166952,167640,164268,164956,164956,165170,165170,165170,160000,160000,150500,150000,150000,144645,140000,50000,45000,45000,45000,42500,42500,42500
"Coffee Excelsa","....Agusan del Sur",111675,99477,99477,99477,99477,98583,50494,45000,45000,45000,46500,46500,46000,46000,45770,45540,45540,31500,30200,28000,26900,25000,20625,20625,18850,18850,18850,18850,18850
"Coffee Excelsa","....Dinagat Islands",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,292,285,280,280,270,270
"Coffee Excelsa","....Surigao del Norte",4020,3350,3350,1882,1895,1895,1893,3750,3750,4500,4950,4950,4125,2400,2475,2475,2475,2200,2200,2000,2000,1500,720,428,720,720,720,650,650
"Coffee Excelsa","....Surigao del Sur",32000,32000,32000,32000,30000,30000,28000,27500,27500,27500,26850,26350,26350,26350,26350,26350,15000,7000,5250,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","..AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)",405300,405300,405068,405697,401953,426649,458809,483013,467165,464128,532848,533685,539371,1168634,1168729,1168644,1168654,1168654,1176924,1178665,1179210,1181375,1181345,1172669,1185675,1185985,1185995,1186006,1186150
"Coffee Excelsa","....Basilan",..,..,..,..,..,..,32161,43594,43594,44902,75027,75027,75030,75030,75030,75030,75030,75030,75030,75030,75030,75030,75030,75030,75030,75030,75030,75030,75030
"Coffee Excelsa","....Lanao del Sur",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Excelsa","....Maguindanao",73340,73340,72568,73197,67953,67967,67960,67760,68845,68845,68845,72368,76072,69600,69695,69610,69620,69620,69620,71405,71980,71410,71410,70800,70800,70800,70810,70810,70920
"Coffee Excelsa","....Sulu",331960,331960,332500,332500,334000,336140,336140,335000,334000,333000,373500,373500,373800,987150,987150,987150,987150,987150,995420,995420,995420,998225,998225,990254,1003260,1003570,1003570,1003576,1003570
"Coffee Excelsa","....Tawi-tawi",..,..,..,..,..,22542,22548,36659,20726,17381,15476,12790,14469,36854,36854,36854,36854,36854,36854,36810,36780,36710,36680,36585,36585,36585,36585,36590,36630
"Coffee Liberica","PHILIPPINES",2450259,2360470,2388946,2406437,2237812,2140614,2080704,2049431,1961004,1368406,1369346,1340992,1305071,1294122,1270684,1051120,1025886,992237,980529,951038,933034,911290,902697,866241,853418,848556,845428,840412,834417
"Coffee Liberica","..CORDILLERA ADMINISTRATIVE REGION (CAR)",13799,13833,13816,15636,15636,15636,15638,15640,15640,15635,15635,15635,15635,15627,15467,14973,14729,14659,14590,13468,12938,12950,12950,10875,9800,9950,10450,10420,10420
"Coffee Liberica","....Abra",13799,13833,13816,15636,15636,15636,15638,15640,15640,15635,15635,15635,15635,15627,15467,14973,14729,14659,14590,13468,12938,12950,12950,10875,9800,9950,10450,10420,10420
"Coffee Liberica","....Apayao",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Benguet",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Ifugao",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Kalinga",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Mountain Province",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","..REGION I (ILOCOS REGION)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Ilocos Norte",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Ilocos Sur",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....La Union",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Pangasinan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","..REGION II (CAGAYAN VALLEY)",31168,31274,31858,32924,31003,32585,31767,31620,30765,29920,29820,29425,29378,29368,24421,23437,23415,24215,24165,24765,23615,18611,18978,18986,18695,18782,18992,16722,15722
"Coffee Liberica","....Batanes",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Cagayan",8900,8920,8920,9000,8580,9000,9210,9115,9110,8295,8295,8000,8000,8000,7986,7977,7990,8790,8790,9390,8790,8790,9257,9265,8974,8545,8855,6600,5250
"Coffee Liberica","....Isabela",1543,1629,3063,4049,4648,5810,6257,6830,6830,6800,6700,6700,6683,6683,1750,1750,1750,1750,1700,1700,1700,1667,1567,1567,1567,1567,1567,1447,1447
"Coffee Liberica","....Nueva Vizcaya",15625,15625,15625,15625,14375,14375,13750,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,13125,8154,8154,8154,8154,8670,8570,8675,9025
"Coffee Liberica","....Quirino",5100,5100,4250,4250,3400,3400,2550,2550,1700,1700,1700,1600,1570,1560,1560,585,550,550,550,550,..,..,..,..,..,..,..,..,..
"Coffee Liberica","..REGION III (CENTRAL LUZON)",900,900,900,900,900,900,900,1000,1000,1000,1000,2000,2000,1900,1700,1700,1500,1616,1616,1647,1693,1658,1665,1750,1750,1750,1750,875,875
"Coffee Liberica","....Aurora",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Bataan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Bulacan",900,900,900,900,900,900,900,1000,1000,1000,1000,2000,2000,1900,1700,1700,1500,1616,1616,1647,1693,1658,1665,1750,1750,1750,1750,875,875
"Coffee Liberica","....Nueva Ecija",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Pampanga",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Tarlac",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Zambales",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","..REGION IV-A (CALABARZON)",430412,401855,393788,389688,389146,377146,376948,374137,371470,365464,352367,351394,339750,331513,316346,146381,134795,109212,101302,82621,81550,75535,73044,73049,69845,70466,70466,70568,67844
"Coffee Liberica","....Batangas",68250,68315,69108,66763,63955,62080,60517,60437,60420,57609,57295,57295,54250,54250,52700,49200,47650,47560,47560,31900,31900,28200,27260,27260,27160,28500,28500,28602,28602
"Coffee Liberica","....Cavite",59062,43100,43100,43100,43041,43041,43041,43000,42050,42000,27000,27000,20000,20000,20000,20000,18800,16000,16000,16000,16360,16360,16360,16360,16358,15769,15769,15769,14600
"Coffee Liberica","....Laguna",63700,59440,58280,56525,53950,43825,41690,39000,37300,34155,32447,31474,30500,29900,23920,19040,17500,5542,5542,5542,5625,5625,5625,5630,5630,5500,5500,5500,5513
"Coffee Liberica","....Quezon",239400,231000,223300,223300,228200,228200,231700,231700,231700,231700,235625,235625,235000,227363,219726,58141,50845,40110,32200,29179,27665,25350,23799,23799,20697,20697,20697,20697,19129
"Coffee Liberica","....Rizal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","..MIMAROPA REGION",525598,511335,472135,458735,303494,236919,185907,159609,124555,103178,92040,80600,61720,61720,61095,61142,60575,60570,59187,56575,53252,48565,44016,37320,29220,27120,26130,25630,24830
"Coffee Liberica","....Marinduque",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Occidental Mindoro",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Oriental Mindoro",501500,487200,448000,434600,279480,210120,159075,132500,93555,71978,62040,50600,32120,32120,31245,31242,30675,30670,30487,29875,29052,28765,30066,26570,21420,20120,19330,19330,19330
"Coffee Liberica","....Palawan",24098,24135,24135,24135,24014,26799,26832,27109,31000,31200,30000,30000,29600,29600,29850,29900,29900,29900,28700,26700,24200,19800,13950,10750,7800,7000,6800,6300,5500
"Coffee Liberica","....Romblon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","..REGION V (BICOL REGION)",18034,22055,23021,24032,17765,12526,12600,12669,12690,12386,12271,11044,11044,11044,10180,6074,5467,4970,4970,3976,3976,3976,3970,3970,4009,4009,3408,3408,3067
"Coffee Liberica","....Albay",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Camarines Norte",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Camarines Sur",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Catanduanes",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Masbate",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Sorsogon",18034,22055,23021,24032,17765,12526,12600,12669,12690,12386,12271,11044,11044,11044,10180,6074,5467,4970,4970,3976,3976,3976,3970,3970,4009,4009,3408,3408,3067
"Coffee Liberica","..REGION VI (WESTERN VISAYAS)",223137,222533,222533,218175,218275,219433,219433,219452,177990,164318,164479,164479,163829,163759,163759,163659,163659,163609,163579,161913,150806,150806,150806,150806,150056,144463,144453,144433,144133
"Coffee Liberica","....Aklan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Antique",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Capiz",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Guimaras",1000,1000,1000,1000,1100,1100,1100,1100,1100,1120,1120,1120,1070,1000,1000,900,900,900,870,870,870,870,870,870,120,80,70,50,50
"Coffee Liberica","....Iloilo",169054,168450,168450,164092,164092,165250,165250,165250,161070,163198,163359,163359,162759,162759,162759,162759,162759,162709,162709,161043,149936,149936,149936,149936,149936,144383,144383,144383,144083
"Coffee Liberica","....Negros Occidental",53083,53083,53083,53083,53083,53083,53083,53102,15820,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","..REGION VII (CENTRAL VISAYAS)",88725,73793,73345,73340,73340,73340,73110,73109,73110,74160,72000,70000,70000,70000,70000,31500,27000,24800,21500,19000,18980,15000,12500,1161,696,696,600,600,600
"Coffee Liberica","....Bohol",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Cebu",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Negros Oriental",88725,73793,73345,73340,73340,73340,73110,73109,73110,74160,72000,70000,70000,70000,70000,31500,27000,24800,21500,19000,18980,15000,12500,1161,696,696,600,600,600
"Coffee Liberica","....Siquijor",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","..REGION VIII (EASTERN VISAYAS)",5253,5562,5562,5871,5871,6180,6844,5871,5562,6180,6775,6831,6910,6910,6910,6910,6578,6250,5925,5897,5580,5231,4750,4672,1371,3519,3600,3600,3600
"Coffee Liberica","....Biliran",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Eastern Samar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Leyte",5253,5562,5562,5871,5871,6180,6844,5871,5562,6180,6775,6831,6910,6910,6910,6910,6578,6250,5925,5897,5580,5231,4750,4672,1371,3519,3600,3600,3600
"Coffee Liberica","....Northern Samar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Samar",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","....Southern Leyte",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Coffee Liberica","..REGION IX (ZAMBOANGA PENINSULA)",79507,77489,76746,74410,71955,58119,54242,53296,43672,36183,20515,13012,11835,11835,11206,9746,8395,7961,7011,5390,4930,5040,4850,3850,2845,2870,2750,1600,1567
"Coffee Liberica","....Zamboanga del Norte",..,..,..,..,..,..,235,280,300,375,375,375,375,375,480,480,560,600,700,700,790,800,800,850,1025,1050,1050,..,..
