"Palay and Corn: Volume of Production by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2019 by Ecosystem/Croptype, Geolocation, Year and Period"

"Ecosystem/Croptype","Geolocation","1987 Quarter 1","1987 Quarter 2","1987 Semester 1","1987 Quarter 3","1987 Quarter 4","1987 Semester 2","1987 Annual","1988 Quarter 1","1988 Quarter 2","1988 Semester 1","1988 Quarter 3","1988 Quarter 4","1988 Semester 2","1988 Annual","1989 Quarter 1","1989 Quarter 2","1989 Semester 1","1989 Quarter 3","1989 Quarter 4","1989 Semester 2","1989 Annual","1990 Quarter 1","1990 Quarter 2","1990 Semester 1","1990 Quarter 3","1990 Quarter 4","1990 Semester 2","1990 Annual","1991 Quarter 1","1991 Quarter 2","1991 Semester 1","1991 Quarter 3","1991 Quarter 4","1991 Semester 2","1991 Annual","1992 Quarter 1","1992 Quarter 2","1992 Semester 1","1992 Quarter 3","1992 Quarter 4","1992 Semester 2","1992 Annual","1993 Quarter 1","1993 Quarter 2","1993 Semester 1","1993 Quarter 3","1993 Quarter 4","1993 Semester 2","1993 Annual","1994 Quarter 1","1994 Quarter 2","1994 Semester 1","1994 Quarter 3","1994 Quarter 4","1994 Semester 2","1994 Annual","1995 Quarter 1","1995 Quarter 2","1995 Semester 1","1995 Quarter 3","1995 Quarter 4","1995 Semester 2","1995 Annual","1996 Quarter 1","1996 Quarter 2","1996 Semester 1","1996 Quarter 3","1996 Quarter 4","1996 Semester 2","1996 Annual","1997 Quarter 1","1997 Quarter 2","1997 Semester 1","1997 Quarter 3","1997 Quarter 4","1997 Semester 2","1997 Annual","1998 Quarter 1","1998 Quarter 2","1998 Semester 1","1998 Quarter 3","1998 Quarter 4","1998 Semester 2","1998 Annual","1999 Quarter 1","1999 Quarter 2","1999 Semester 1","1999 Quarter 3","1999 Quarter 4","1999 Semester 2","1999 Annual","2000 Quarter 1","2000 Quarter 2","2000 Semester 1","2000 Quarter 3","2000 Quarter 4","2000 Semester 2","2000 Annual","2001 Quarter 1","2001 Quarter 2","2001 Semester 1","2001 Quarter 3","2001 Quarter 4","2001 Semester 2","2001 Annual","2002 Quarter 1","2002 Quarter 2","2002 Semester 1","2002 Quarter 3","2002 Quarter 4","2002 Semester 2","2002 Annual","2003 Quarter 1","2003 Quarter 2","2003 Semester 1","2003 Quarter 3","2003 Quarter 4","2003 Semester 2","2003 Annual","2004 Quarter 1","2004 Quarter 2","2004 Semester 1","2004 Quarter 3","2004 Quarter 4","2004 Semester 2","2004 Annual","2005 Quarter 1","2005 Quarter 2","2005 Semester 1","2005 Quarter 3","2005 Quarter 4","2005 Semester 2","2005 Annual","2006 Quarter 1","2006 Quarter 2","2006 Semester 1","2006 Quarter 3","2006 Quarter 4","2006 Semester 2","2006 Annual","2007 Quarter 1","2007 Quarter 2","2007 Semester 1","2007 Quarter 3","2007 Quarter 4","2007 Semester 2","2007 Annual","2008 Quarter 1","2008 Quarter 2","2008 Semester 1","2008 Quarter 3","2008 Quarter 4","2008 Semester 2","2008 Annual","2009 Quarter 1","2009 Quarter 2","2009 Semester 1","2009 Quarter 3","2009 Quarter 4","2009 Semester 2","2009 Annual","2010 Quarter 1","2010 Quarter 2","2010 Semester 1","2010 Quarter 3","2010 Quarter 4","2010 Semester 2","2010 Annual","2011 Quarter 1","2011 Quarter 2","2011 Semester 1","2011 Quarter 3","2011 Quarter 4","2011 Semester 2","2011 Annual","2012 Quarter 1","2012 Quarter 2","2012 Semester 1","2012 Quarter 3","2012 Quarter 4","2012 Semester 2","2012 Annual","2013 Quarter 1","2013 Quarter 2","2013 Semester 1","2013 Quarter 3","2013 Quarter 4","2013 Semester 2","2013 Annual","2014 Quarter 1","2014 Quarter 2","2014 Semester 1","2014 Quarter 3","2014 Quarter 4","2014 Semester 2","2014 Annual","2015 Quarter 1","2015 Quarter 2","2015 Semester 1","2015 Quarter 3","2015 Quarter 4","2015 Semester 2","2015 Annual","2016 Quarter 1","2016 Quarter 2","2016 Semester 1","2016 Quarter 3","2016 Quarter 4","2016 Semester 2","2016 Annual","2017 Quarter 1","2017 Quarter 2","2017 Semester 1","2017 Quarter 3","2017 Quarter 4","2017 Semester 2","2017 Annual","2018 Quarter 1","2018 Quarter 2","2018 Semester 1","2018 Quarter 3","2018 Quarter 4","2018 Semester 2","2018 Annual","2019 Quarter 1","2019 Quarter 2","2019 Semester 1","2019 Quarter 3","2019 Quarter 4","2019 Semester 2","2019 Annual"
"Rainfed Palay","....Isabela",16020.00,405.00,16425.00,658.00,6215.00,6873.00,23298.00,10773.00,132.00,10905.00,3059.00,8839.00,11898.00,22803.00,16791.00,246.00,17037.00,14731.00,13743.00,28474.00,45511.00,11247.00,649.00,11896.00,9556.00,13579.00,23135.00,35031.00,15227.00,30.00,15257.00,..,15774.00,15774.00,31031.00,10900.00,11.00,10911.00,..,13690.00,13690.00,24601.00,7854.00,411.00,8265.00,521.00,6702.00,7223.00,15488.00,16588.00,3062.00,19650.00,1602.00,18959.00,20561.00,40211.00,8124.00,1879.00,10003.00,500.00,16803.00,17303.00,27306.00,27868.00,1768.00,29636.00,634.00,20369.00,21003.00,50639.00,25412.00,3415.00,28827.00,780.00,8858.00,9638.00,38465.00,1248.00,..,1248.00,..,639.00,639.00,1887.00,38047.00,4082.00,42129.00,1443.00,5229.00,6672.00,48801.00,39009.00,5975.00,44984.00,380.00,7596.00,7976.00,52960.00,46826.00,5766.00,52592.00,346.00,7615.00,7961.00,60553.00,42131.00,4947.00,47078.00,213.00,2738.00,2951.00,50029.00,16969.00,..,16969.00,41.00,4476.00,4517.00,21486.00,23519.00,1746.00,25265.00,3306.00,3077.00,6383.00,31648.00,8526.00,1147.00,9673.00,406.00,3547.00,3953.00,13626.00,14153.00,2805.00,16958.00,1177.00,16995.00,18172.00,35130.00,17171.00,5316.00,22487.00,3608.00,14986.00,18594.00,41081.00,16437.00,11598.00,28035.00,5500.00,19874.00,25374.00,53409.00,20183.00,17012.00,37195.00,5393.00,27222.00,32615.00,69810.00,14554.00,..,14554.00,..,19743.00,19743.00,34297.00,23027.00,16740.00,39767.00,185.00,26161.00,26346.00,66113.00,30114.00,9383.00,39497.00,5416.00,36351.00,41767.00,81264.00,22578.00,9054.00,31632.00,1781.00,42970.00,44751.00,76383.00,26144.00,8218.00,34362.00,..,27523.00,27523.00,61885.00,18638.00,17793.00,36431.00,1221.00,18136.00,19357.00,55788.00,20288.00,11131.00,31419.00,818.00,15435.00,16253.00,47672.00,16529.00,19840.00,36369.00,1025.00,24881.00,25906.00,62275.00,18893.04,20720.00,39613.04,816.00,23666.96,24482.96,64096.00,13918.58,..,..,..,..,..,..
"Rainfed Palay","....Nueva Vizcaya",4740.00,100.00,4840.00,2436.00,549.00,2985.00,7825.00,3632.00,..,3632.00,1338.00,968.00,2306.00,5938.00,2748.00,1010.00,3758.00,3651.00,318.00,3969.00,7727.00,2161.00,243.00,2404.00,1317.00,1826.00,3143.00,5547.00,1451.00,938.00,2389.00,424.00,434.00,858.00,3247.00,593.00,28.00,621.00,..,1935.00,1935.00,2556.00,766.00,161.00,927.00,..,168.00,168.00,1095.00,2640.00,2040.00,4680.00,4007.00,4000.00,8007.00,12687.00,1971.00,..,1971.00,..,609.00,609.00,2580.00,1298.00,61.00,1359.00,..,330.00,330.00,1689.00,1276.00,..,1276.00,..,368.00,368.00,1644.00,20.00,..,20.00,..,449.00,449.00,469.00,5180.00,..,5180.00,..,610.00,610.00,5790.00,4064.00,..,4064.00,..,788.00,788.00,4852.00,4490.00,..,4490.00,125.00,797.00,922.00,5412.00,3762.00,..,3762.00,..,..,..,3762.00,3881.00,..,3881.00,..,313.00,313.00,4194.00,3792.00,..,3792.00,..,282.00,282.00,4074.00,3876.00,..,3876.00,..,351.00,351.00,4227.00,4215.00,..,4215.00,..,4413.00,4413.00,8628.00,4620.00,..,4620.00,..,5610.00,5610.00,10230.00,5293.00,..,5293.00,479.00,5104.00,5583.00,10876.00,5346.00,84.00,5430.00,499.00,4785.00,5284.00,10714.00,2603.00,..,2603.00,..,5602.00,5602.00,8205.00,5000.00,300.00,5300.00,217.00,4384.00,4601.00,9901.00,5072.00,312.00,5384.00,312.00,6989.00,7301.00,12685.00,5074.00,298.00,5372.00,341.00,6779.00,7120.00,12492.00,4744.00,267.00,5011.00,14.00,3047.00,3061.00,8072.00,5746.00,281.00,6027.00,24.00,3925.00,3949.00,9976.00,5858.00,196.00,6054.00,503.00,4618.00,5121.00,11175.00,5566.00,260.00,5826.00,597.00,3620.00,4217.00,10043.00,4512.00,406.00,4918.00,297.00,3066.00,3363.00,8281.00,3983.00,..,..,..,..,..,..
"Rainfed Palay","....Quirino",4455.00,3885.00,8340.00,621.00,1620.00,2241.00,10581.00,2219.00,3725.00,5944.00,1667.00,1002.00,2669.00,8613.00,2860.00,1904.00,4764.00,2886.00,2479.00,5365.00,10129.00,2615.00,1176.00,3791.00,110.00,5778.00,5888.00,9679.00,4221.00,455.00,4676.00,..,4704.00,4704.00,9380.00,1684.00,229.00,1913.00,..,3098.00,3098.00,5011.00,3080.00,187.00,3267.00,..,1260.00,1260.00,4527.00,3832.00,947.00,4779.00,..,4381.00,4381.00,9160.00,3174.00,204.00,3378.00,..,2774.00,2774.00,6152.00,3508.00,142.00,3650.00,..,2046.00,2046.00,5696.00,2461.00,212.00,2673.00,..,2867.00,2867.00,5540.00,1340.00,..,1340.00,..,279.00,279.00,1619.00,3178.00,2146.00,5324.00,..,2171.00,2171.00,7495.00,3996.00,444.00,4440.00,..,983.00,983.00,5423.00,3575.00,465.00,4040.00,..,1112.00,1112.00,5152.00,2411.00,585.00,2996.00,..,1080.00,1080.00,4076.00,2240.00,112.00,2352.00,..,1142.00,1142.00,3494.00,3886.00,316.00,4202.00,..,1181.00,1181.00,5383.00,1143.00,2299.00,3442.00,..,1410.00,1410.00,4852.00,1427.00,2570.00,3997.00,..,1720.00,1720.00,5717.00,2617.00,1576.00,4193.00,..,879.00,879.00,5072.00,2838.00,1418.00,4256.00,140.00,2695.00,2835.00,7091.00,743.00,3137.00,3880.00,303.00,1956.00,2259.00,6139.00,491.00,..,491.00,..,1394.00,1394.00,1885.00,791.00,1977.00,2768.00,60.00,2667.00,2727.00,5495.00,707.00,1722.00,2429.00,60.00,3207.00,3267.00,5696.00,1345.00,660.00,2005.00,112.00,3612.00,3724.00,5729.00,1401.00,819.00,2220.00,..,4458.00,4458.00,6678.00,1558.00,1400.00,2958.00,..,1752.00,1752.00,4710.00,1876.00,890.00,2766.00,..,1606.00,1606.00,4372.00,2165.00,816.00,2981.00,0.00,3294.00,3294.00,6275.00,1838.00,906.00,2744.00,0.00,2500.00,2500.00,5244.00,72.89,..,..,..,..,..,..
"Rainfed Palay","..REGION III (CENTRAL LUZON)",5623.00,1957.00,7580.00,2739.00,265689.00,268428.00,276008.00,4325.00,372.00,4697.00,5762.00,248738.00,254500.00,259197.00,2473.00,559.00,3032.00,6710.00,302686.00,309396.00,312428.00,2084.00,594.00,2678.00,6368.00,469281.00,475649.00,478327.00,1642.00,421.00,2063.00,2836.00,345230.00,348066.00,350129.00,2131.00,2591.00,4722.00,710.00,349010.00,349720.00,354442.00,2832.00,1267.00,4099.00,760.00,386153.00,386913.00,391012.00,2446.00,1152.00,3598.00,4068.00,337730.00,341798.00,345396.00,2657.00,1770.00,4427.00,5474.00,309838.00,315312.00,319739.00,3321.00,1869.00,5190.00,4438.00,273410.00,277848.00,283038.00,5000.00,1258.00,6258.00,6837.00,315570.00,322407.00,328665.00,3350.00,1137.00,4487.00,4524.00,170125.00,174649.00,179136.00,8422.00,1560.00,9982.00,10949.00,239220.00,250169.00,260151.00,6352.00,1550.00,7902.00,4981.00,235236.00,240217.00,248119.00,7507.00,1451.00,8958.00,5412.00,293234.00,298646.00,307604.00,6380.00,1580.00,7960.00,3344.00,309246.00,312590.00,320550.00,2462.00,1049.00,3511.00,4130.00,291912.00,296042.00,299553.00,2107.00,891.00,2998.00,5269.00,309072.00,314341.00,317339.00,1985.00,1245.00,3230.00,9906.00,278223.00,288129.00,291359.00,4034.00,1330.00,5364.00,5313.00,301826.00,307139.00,312503.00,2492.00,2000.00,4492.00,5920.00,303212.00,309132.00,313624.00,1656.00,1311.00,2967.00,11367.00,289580.00,300947.00,303914.00,1616.00,1635.00,3251.00,8611.00,256077.00,264688.00,267939.00,1539.00,1369.00,2908.00,4399.00,238298.00,242697.00,245605.00,1836.00,1420.00,3256.00,7830.00,218414.00,226244.00,229500.00,2147.00,1541.00,3688.00,7189.00,269915.00,277104.00,280792.00,5045.00,1551.00,6596.00,7543.00,301567.00,309110.00,315706.00,5249.00,1620.00,6869.00,4121.00,331107.00,335228.00,342097.00,6463.00,1642.00,8105.00,6394.00,230031.00,236425.00,244530.00,2397.00,1388.00,3785.00,6748.00,217510.00,224258.00,228043.00,4121.00,2827.00,6948.00,7914.00,277151.00,285065.00,292013.00,4582.00,1604.00,6186.00,5969.40,256794.72,262764.12,268950.12,3831.98,..,..,..,..,..,..
"Rainfed Palay","....Aurora",1105.00,100.00,1205.00,233.00,3253.00,3486.00,4691.00,526.00,372.00,898.00,309.00,665.00,974.00,1872.00,1630.00,559.00,2189.00,1654.00,1342.00,2996.00,5185.00,2084.00,594.00,2678.00,678.00,1667.00,2345.00,5023.00,1296.00,421.00,1717.00,1066.00,3973.00,5039.00,6756.00,2131.00,2591.00,4722.00,335.00,3642.00,3977.00,8699.00,2832.00,1267.00,4099.00,237.00,2469.00,2706.00,6805.00,850.00,1152.00,2002.00,580.00,2212.00,2792.00,4794.00,2280.00,1770.00,4050.00,2059.00,1770.00,3829.00,7879.00,1812.00,1869.00,3681.00,1219.00,2231.00,3450.00,7131.00,3195.00,1258.00,4453.00,1577.00,2160.00,3737.00,8190.00,2760.00,1137.00,3897.00,1314.00,1872.00,3186.00,7083.00,3030.00,1560.00,4590.00,1278.00,4305.00,5583.00,10173.00,3120.00,1550.00,4670.00,1284.00,4338.00,5622.00,10292.00,3129.00,1451.00,4580.00,1274.00,3542.00,4816.00,9396.00,3330.00,1580.00,4910.00,1230.00,3570.00,4800.00,9710.00,1870.00,1049.00,2919.00,1245.00,3825.00,5070.00,7989.00,1750.00,891.00,2641.00,1250.00,3600.00,4850.00,7491.00,1734.00,1245.00,2979.00,1430.00,3808.00,5238.00,8217.00,1645.00,1330.00,2975.00,1330.00,3105.00,4435.00,7410.00,2345.00,2000.00,4345.00,1349.00,1744.00,3093.00,7438.00,1410.00,1311.00,2721.00,1659.00,1865.00,3524.00,6245.00,1616.00,1635.00,3251.00,1479.00,1652.00,3131.00,6382.00,1539.00,1369.00,2908.00,1391.00,1146.00,2537.00,5445.00,1296.00,1420.00,2716.00,1190.00,956.00,2146.00,4862.00,1432.00,1541.00,2973.00,1412.00,1264.00,2676.00,5649.00,1457.00,1551.00,3008.00,1065.00,1059.00,2124.00,5132.00,1635.00,1620.00,3255.00,855.00,717.00,1572.00,4827.00,1840.00,1642.00,3482.00,622.00,691.00,1313.00,4795.00,1128.00,1388.00,2516.00,1045.00,486.00,1531.00,4047.00,1470.00,2827.00,4297.00,1245.00,957.00,2202.00,6499.00,1484.00,1604.00,3088.00,1191.00,1475.00,2666.00,5754.00,1480.00,..,..,..,..,..,..
"Rainfed Palay","....Bataan",..,..,..,..,123.00,123.00,123.00,..,..,..,..,400.00,400.00,400.00,..,..,..,..,150.00,150.00,150.00,..,..,..,..,218.00,218.00,218.00,..,..,..,..,198.00,198.00,198.00,..,..,..,..,458.00,458.00,458.00,..,..,..,..,82.00,82.00,82.00,..,..,..,..,..,..,..,..,..,..,..,211.00,211.00,211.00,..,..,..,..,1700.00,1700.00,1700.00,..,..,..,..,170.00,170.00,170.00,..,..,..,..,280.00,280.00,280.00,172.00,..,172.00,..,346.00,346.00,518.00,210.00,..,210.00,..,384.00,384.00,594.00,229.00,..,229.00,..,224.00,224.00,453.00,223.00,..,223.00,..,450.00,450.00,673.00,..,..,..,..,478.00,478.00,478.00,..,..,..,..,706.00,706.00,706.00,..,..,..,..,828.00,828.00,828.00,..,..,..,..,722.00,722.00,722.00,..,..,..,..,2784.00,2784.00,2784.00,126.00,..,126.00,..,3353.00,3353.00,3479.00,..,..,..,..,2444.00,2444.00,2444.00,..,..,..,..,2053.00,2053.00,2053.00,..,..,..,..,1884.00,1884.00,1884.00,..,..,..,..,1571.00,1571.00,1571.00,..,..,..,..,1811.00,1811.00,1811.00,..,..,..,..,2432.00,2432.00,2432.00,..,..,..,..,2048.00,2048.00,2048.00,..,..,..,..,1298.00,1298.00,1298.00,2.00,0.00,2.00,0.00,1480.00,1480.00,1482.00,0.00,0.00,0.00,0.00,1428.00,1428.00,1428.00,0.00,..,..,..,..,..,..
"Rainfed Palay","....Bulacan",160.00,..,160.00,..,100643.00,100643.00,100803.00,40.00,..,40.00,..,93086.00,93086.00,93126.00,..,..,..,1319.00,91456.00,92775.00,92775.00,..,..,..,5557.00,95889.00,101446.00,101446.00,..,..,..,324.00,86513.00,86837.00,86837.00,..,..,..,..,74654.00,74654.00,74654.00,..,..,..,..,63167.00,63167.00,63167.00,336.00,..,336.00,569.00,62424.00,62993.00,63329.00,..,..,..,..,63125.00,63125.00,63125.00,750.00,..,750.00,..,56886.00,56886.00,57636.00,941.00,..,941.00,820.00,68886.00,69706.00,70647.00,110.00,..,110.00,..,53493.00,53493.00,53603.00,2437.00,..,2437.00,2619.00,54766.00,57385.00,59822.00,150.00,..,150.00,320.00,52959.00,53279.00,53429.00,2768.00,..,2768.00,..,72079.00,72079.00,74847.00,1662.00,..,1662.00,..,78982.00,78982.00,80644.00,..,..,..,2280.00,69188.00,71468.00,71468.00,..,..,..,210.00,80000.00,80210.00,80210.00,..,..,..,5568.00,73254.00,78822.00,78822.00,2228.00,..,2228.00,500.00,72582.00,73082.00,75310.00,..,..,..,..,79350.00,79350.00,79350.00,..,..,..,2804.00,82440.00,85244.00,85244.00,..,..,..,2727.00,62585.00,65312.00,65312.00,..,..,..,..,63082.00,63082.00,63082.00,..,..,..,4717.00,32156.00,36873.00,36873.00,..,..,..,2572.00,57380.00,59952.00,59952.00,3000.00,..,3000.00,4000.00,52691.00,56691.00,59691.00,3000.00,..,3000.00,1440.00,59262.00,60702.00,63702.00,3023.00,..,3023.00,4011.00,51495.00,55506.00,58529.00,532.00,..,532.00,4020.00,43948.00,47968.00,48500.00,2400.00,0.00,2400.00,4005.00,58459.00,62464.00,64864.00,2709.00,0.00,2709.00,3275.00,51301.00,54576.00,57285.00,1939.98,..,..,..,..,..,..
"Rainfed Palay","....Nueva Ecija",2895.00,1640.00,4535.00,1603.00,65264.00,66867.00,71402.00,103.00,..,103.00,1612.00,77022.00,78634.00,78737.00,..,..,..,870.00,130416.00,131286.00,131286.00,..,..,..,..,261759.00,261759.00,261759.00,..,..,..,1446.00,169577.00,171023.00,171023.00,..,..,..,52.00,153835.00,153887.00,153887.00,..,..,..,60.00,169879.00,169939.00,169939.00,..,..,..,150.00,154042.00,154192.00,154192.00,..,..,..,293.00,121164.00,121457.00,121457.00,..,..,..,..,105879.00,105879.00,105879.00,..,..,..,1625.00,128613.00,130238.00,130238.00,..,..,..,..,52743.00,52743.00,52743.00,1488.00,..,1488.00,3390.00,99371.00,102761.00,104249.00,..,..,..,..,103484.00,103484.00,103484.00,..,..,..,..,135909.00,135909.00,135909.00,..,..,..,..,151347.00,151347.00,151347.00,..,..,..,..,143464.00,143464.00,143464.00,..,..,..,1865.00,143714.00,145579.00,145579.00,..,..,..,..,127970.00,127970.00,127970.00,..,..,..,..,147630.00,147630.00,147630.00,..,..,..,..,145125.00,145125.00,145125.00,..,..,..,2400.00,124311.00,126711.00,126711.00,..,..,..,..,127425.00,127425.00,127425.00,..,..,..,..,98194.00,98194.00,98194.00,..,..,..,272.00,120077.00,120349.00,120349.00,..,..,..,578.00,133760.00,134338.00,134338.00,..,..,..,500.00,151847.00,152347.00,152347.00,..,..,..,..,172362.00,172362.00,172362.00,..,..,..,..,106268.00,106268.00,106268.00,..,..,..,..,108273.00,108273.00,108273.00,..,0.00,0.00,58.00,146925.00,146983.00,146983.00,0.00,0.00,0.00,62.40,146635.72,146698.12,146698.12,0.00,..,..,..,..,..,..
"Rainfed Palay","....Pampanga",228.00,217.00,445.00,..,16074.00,16074.00,16519.00,2157.00,..,2157.00,..,7856.00,7856.00,10013.00,304.00,..,304.00,..,12405.00,12405.00,12709.00,..,..,..,..,24282.00,24282.00,24282.00,..,..,..,..,9617.00,9617.00,9617.00,..,..,..,..,8238.00,8238.00,8238.00,..,..,..,..,5164.00,5164.00,5164.00,..,..,..,336.00,8642.00,8978.00,8978.00,..,..,..,254.00,16858.00,17112.00,17112.00,..,..,..,..,16771.00,16771.00,16771.00,864.00,..,864.00,..,10230.00,10230.00,11094.00,308.00,..,308.00,..,5064.00,5064.00,5372.00,..,..,..,..,10387.00,10387.00,10387.00,520.00,..,520.00,..,10251.00,10251.00,10771.00,682.00,..,682.00,..,8083.00,8083.00,8765.00,515.00,..,515.00,..,9507.00,9507.00,10022.00,592.00,..,592.00,..,11175.00,11175.00,11767.00,357.00,..,357.00,..,10622.00,10622.00,10979.00,251.00,..,251.00,160.00,11895.00,12055.00,12306.00,161.00,..,161.00,378.00,13182.00,13560.00,13721.00,147.00,..,147.00,609.00,12812.00,13421.00,13568.00,120.00,..,120.00,720.00,13360.00,14080.00,14200.00,..,..,..,551.00,7108.00,7659.00,7659.00,..,..,..,501.00,10306.00,10807.00,10807.00,..,..,..,651.00,9266.00,9917.00,9917.00,..,..,..,601.00,11718.00,12319.00,12319.00,..,..,..,657.00,13294.00,13951.00,13951.00,..,..,..,846.00,15449.00,16295.00,16295.00,..,..,..,894.00,14475.00,15369.00,15369.00,..,..,..,783.00,4172.00,4955.00,4955.00,..,0.00,0.00,821.00,5408.00,6229.00,6229.00,0.00,0.00,0.00,619.00,5346.00,5965.00,5965.00,0.00,..,..,..,..,..,..
"Rainfed Palay","....Tarlac",1235.00,..,1235.00,903.00,51953.00,52856.00,54091.00,1499.00,..,1499.00,3722.00,49481.00,53203.00,54702.00,539.00,..,539.00,2767.00,44066.00,46833.00,47372.00,..,..,..,61.00,57566.00,57627.00,57627.00,346.00,..,346.00,..,65296.00,65296.00,65642.00,..,..,..,274.00,94551.00,94825.00,94825.00,..,..,..,422.00,126408.00,126830.00,126830.00,1260.00,..,1260.00,2226.00,90754.00,92980.00,94240.00,377.00,..,377.00,2785.00,83874.00,86659.00,87036.00,759.00,..,759.00,2769.00,69030.00,71799.00,72558.00,..,..,..,2565.00,85846.00,88411.00,88411.00,172.00,..,172.00,3030.00,44733.00,47763.00,47935.00,1225.00,..,1225.00,3572.00,49020.00,52592.00,53817.00,2352.00,..,2352.00,3142.00,43950.00,47092.00,49444.00,699.00,..,699.00,3885.00,50095.00,53980.00,54679.00,650.00,..,650.00,2070.00,39750.00,41820.00,42470.00,..,..,..,450.00,38662.00,39112.00,39112.00,..,..,..,1419.00,39960.00,41379.00,41379.00,..,..,..,2184.00,29120.00,31304.00,31304.00,..,..,..,2750.00,32016.00,34766.00,34766.00,..,..,..,3962.00,30563.00,34525.00,34525.00,..,..,..,3327.00,33300.00,36627.00,36627.00,..,..,..,3648.00,27434.00,31082.00,31082.00,..,..,..,2507.00,32064.00,34571.00,34571.00,540.00,..,540.00,1000.00,26442.00,27442.00,27982.00,715.00,..,715.00,1796.00,33467.00,35263.00,35978.00,588.00,..,588.00,1090.00,45636.00,46726.00,47314.00,614.00,..,614.00,699.00,45472.00,46171.00,46785.00,1600.00,..,1600.00,637.00,22033.00,22670.00,24270.00,737.00,..,737.00,900.00,40380.00,41280.00,42017.00,249.00,0.00,249.00,1290.00,34044.00,35334.00,35583.00,389.00,0.00,389.00,822.00,22425.00,23247.00,23636.00,412.00,..,..,..,..,..,..
"Rainfed Palay","....Zambales",..,..,..,..,28379.00,28379.00,28379.00,..,..,..,119.00,20228.00,20347.00,20347.00,..,..,..,100.00,22851.00,22951.00,22951.00,..,..,..,72.00,27900.00,27972.00,27972.00,..,..,..,..,10056.00,10056.00,10056.00,..,..,..,49.00,13632.00,13681.00,13681.00,..,..,..,41.00,18984.00,19025.00,19025.00,..,..,..,207.00,19656.00,19863.00,19863.00,..,..,..,83.00,22836.00,22919.00,22919.00,..,..,..,450.00,20913.00,21363.00,21363.00,..,..,..,250.00,19665.00,19915.00,19915.00,..,..,..,180.00,11940.00,12120.00,12120.00,70.00,..,70.00,90.00,21025.00,21115.00,21185.00,..,..,..,235.00,19870.00,20105.00,20105.00,..,..,..,253.00,23302.00,23555.00,23555.00,..,..,..,44.00,25640.00,25684.00,25684.00,..,..,..,155.00,25120.00,25275.00,25275.00,..,..,..,525.00,30470.00,30995.00,30995.00,..,..,..,564.00,31348.00,31912.00,31912.00,..,..,..,355.00,32589.00,32944.00,32944.00,..,..,..,..,30834.00,30834.00,30834.00,..,..,..,457.00,30951.00,31408.00,31408.00,..,..,..,206.00,27429.00,27635.00,27635.00,..,..,..,..,31453.00,31453.00,31453.00,..,..,..,..,27633.00,27633.00,27633.00,..,..,..,230.00,30755.00,30985.00,30985.00,..,..,..,231.00,35229.00,35460.00,35460.00,..,..,..,281.00,35413.00,35694.00,35694.00,..,..,..,230.00,33021.00,33251.00,33251.00,..,..,..,..,18953.00,18953.00,18953.00,..,0.00,0.00,495.00,29878.00,30373.00,30373.00,0.00,0.00,0.00,0.00,28184.00,28184.00,28184.00,0.00,..,..,..,..,..,..
