"Palay and Corn: Volume of Production by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2019 by Ecosystem/Croptype, Geolocation, Year and Period"

"Ecosystem/Croptype","Geolocation","1987 Quarter 1","1987 Quarter 2","1987 Semester 1","1987 Quarter 3","1987 Quarter 4","1987 Semester 2","1987 Annual","1988 Quarter 1","1988 Quarter 2","1988 Semester 1","1988 Quarter 3","1988 Quarter 4","1988 Semester 2","1988 Annual","1989 Quarter 1","1989 Quarter 2","1989 Semester 1","1989 Quarter 3","1989 Quarter 4","1989 Semester 2","1989 Annual","1990 Quarter 1","1990 Quarter 2","1990 Semester 1","1990 Quarter 3","1990 Quarter 4","1990 Semester 2","1990 Annual","1991 Quarter 1","1991 Quarter 2","1991 Semester 1","1991 Quarter 3","1991 Quarter 4","1991 Semester 2","1991 Annual","1992 Quarter 1","1992 Quarter 2","1992 Semester 1","1992 Quarter 3","1992 Quarter 4","1992 Semester 2","1992 Annual","1993 Quarter 1","1993 Quarter 2","1993 Semester 1","1993 Quarter 3","1993 Quarter 4","1993 Semester 2","1993 Annual","1994 Quarter 1","1994 Quarter 2","1994 Semester 1","1994 Quarter 3","1994 Quarter 4","1994 Semester 2","1994 Annual","1995 Quarter 1","1995 Quarter 2","1995 Semester 1","1995 Quarter 3","1995 Quarter 4","1995 Semester 2","1995 Annual","1996 Quarter 1","1996 Quarter 2","1996 Semester 1","1996 Quarter 3","1996 Quarter 4","1996 Semester 2","1996 Annual","1997 Quarter 1","1997 Quarter 2","1997 Semester 1","1997 Quarter 3","1997 Quarter 4","1997 Semester 2","1997 Annual","1998 Quarter 1","1998 Quarter 2","1998 Semester 1","1998 Quarter 3","1998 Quarter 4","1998 Semester 2","1998 Annual","1999 Quarter 1","1999 Quarter 2","1999 Semester 1","1999 Quarter 3","1999 Quarter 4","1999 Semester 2","1999 Annual","2000 Quarter 1","2000 Quarter 2","2000 Semester 1","2000 Quarter 3","2000 Quarter 4","2000 Semester 2","2000 Annual","2001 Quarter 1","2001 Quarter 2","2001 Semester 1","2001 Quarter 3","2001 Quarter 4","2001 Semester 2","2001 Annual","2002 Quarter 1","2002 Quarter 2","2002 Semester 1","2002 Quarter 3","2002 Quarter 4","2002 Semester 2","2002 Annual","2003 Quarter 1","2003 Quarter 2","2003 Semester 1","2003 Quarter 3","2003 Quarter 4","2003 Semester 2","2003 Annual","2004 Quarter 1","2004 Quarter 2","2004 Semester 1","2004 Quarter 3","2004 Quarter 4","2004 Semester 2","2004 Annual","2005 Quarter 1","2005 Quarter 2","2005 Semester 1","2005 Quarter 3","2005 Quarter 4","2005 Semester 2","2005 Annual","2006 Quarter 1","2006 Quarter 2","2006 Semester 1","2006 Quarter 3","2006 Quarter 4","2006 Semester 2","2006 Annual","2007 Quarter 1","2007 Quarter 2","2007 Semester 1","2007 Quarter 3","2007 Quarter 4","2007 Semester 2","2007 Annual","2008 Quarter 1","2008 Quarter 2","2008 Semester 1","2008 Quarter 3","2008 Quarter 4","2008 Semester 2","2008 Annual","2009 Quarter 1","2009 Quarter 2","2009 Semester 1","2009 Quarter 3","2009 Quarter 4","2009 Semester 2","2009 Annual","2010 Quarter 1","2010 Quarter 2","2010 Semester 1","2010 Quarter 3","2010 Quarter 4","2010 Semester 2","2010 Annual","2011 Quarter 1","2011 Quarter 2","2011 Semester 1","2011 Quarter 3","2011 Quarter 4","2011 Semester 2","2011 Annual","2012 Quarter 1","2012 Quarter 2","2012 Semester 1","2012 Quarter 3","2012 Quarter 4","2012 Semester 2","2012 Annual","2013 Quarter 1","2013 Quarter 2","2013 Semester 1","2013 Quarter 3","2013 Quarter 4","2013 Semester 2","2013 Annual","2014 Quarter 1","2014 Quarter 2","2014 Semester 1","2014 Quarter 3","2014 Quarter 4","2014 Semester 2","2014 Annual","2015 Quarter 1","2015 Quarter 2","2015 Semester 1","2015 Quarter 3","2015 Quarter 4","2015 Semester 2","2015 Annual","2016 Quarter 1","2016 Quarter 2","2016 Semester 1","2016 Quarter 3","2016 Quarter 4","2016 Semester 2","2016 Annual","2017 Quarter 1","2017 Quarter 2","2017 Semester 1","2017 Quarter 3","2017 Quarter 4","2017 Semester 2","2017 Annual","2018 Quarter 1","2018 Quarter 2","2018 Semester 1","2018 Quarter 3","2018 Quarter 4","2018 Semester 2","2018 Annual","2019 Quarter 1","2019 Quarter 2","2019 Semester 1","2019 Quarter 3","2019 Quarter 4","2019 Semester 2","2019 Annual"
"Yellow Corn","....Quirino",89.00,16.00,105.00,10405.00,1905.00,12310.00,12415.00,81.00,54.00,135.00,11565.00,2863.00,14428.00,14563.00,4.00,677.00,681.00,9012.00,..,9012.00,9693.00,58.00,1237.00,1295.00,17389.00,790.00,18179.00,19474.00,505.00,4486.00,4991.00,..,9527.00,9527.00,14518.00,2791.00,1361.00,4152.00,14079.00,486.00,14565.00,18717.00,4550.00,6470.00,11020.00,20704.00,1425.00,22129.00,33149.00,2431.00,16635.00,19066.00,21481.00,1674.00,23155.00,42221.00,12925.00,2860.00,15785.00,23724.00,1480.00,25204.00,40989.00,562.00,13320.00,13882.00,7907.00,3037.00,10944.00,24826.00,2272.00,17462.00,19734.00,19942.00,10010.00,29952.00,49686.00,13195.00,828.00,14023.00,34300.00,4438.00,38738.00,52761.00,25500.00,14080.00,39580.00,36455.00,7455.00,43910.00,83490.00,9600.00,25442.00,35042.00,38122.00,11180.00,49302.00,84344.00,9824.00,33496.00,43320.00,32850.00,15634.00,48484.00,91804.00,6804.00,22913.00,29717.00,25631.00,17604.00,43235.00,72952.00,29933.00,9228.00,39161.00,17490.00,15624.00,33114.00,72275.00,29344.00,19737.00,49081.00,30259.00,19853.00,50112.00,99193.00,19350.00,8065.00,27415.00,20849.00,19685.00,40534.00,67949.00,15247.00,28290.00,43537.00,29918.00,14238.00,44156.00,87693.00,14904.00,26698.00,41602.00,8337.00,15838.00,24175.00,65777.00,23100.00,29677.00,52777.00,32246.00,25531.00,57777.00,110554.00,15571.00,56540.00,72111.00,41139.00,33476.00,74615.00,146726.00,10890.00,10300.00,21190.00,6052.00,67404.00,73456.00,94646.00,27825.00,55513.00,83338.00,14525.00,22411.00,36936.00,120274.00,32130.00,43577.00,75707.00,31549.00,59024.00,90573.00,166280.00,70908.00,17591.00,88499.00,23180.00,3750.00,26930.00,115429.00,45196.00,38365.00,83561.00,8127.00,84123.00,92250.00,175811.00,49847.00,38318.00,88165.00,30213.00,32559.00,62772.00,150937.00,54966.00,28786.00,83752.00,29311.00,48288.00,77599.00,161351.00,46126.00,31834.00,77960.00,36862.00,46174.00,83036.00,160996.00,50971.00,36163.00,87134.00,3964.00,72502.00,76466.00,163600.00,29624.00,..,..,..,..,..,..
"Yellow Corn","..REGION III (CENTRAL LUZON)",505.00,2920.00,3425.00,130.00,..,130.00,3555.00,1790.00,1794.00,3584.00,558.00,8.00,566.00,4150.00,2224.00,4111.00,6335.00,446.00,40.00,486.00,6821.00,1727.00,9581.00,11308.00,139.00,75.00,214.00,11522.00,7364.00,5773.00,13137.00,416.00,132.00,548.00,13685.00,3780.00,6932.00,10712.00,372.00,201.00,573.00,11285.00,4372.00,10227.00,14599.00,891.00,105.00,996.00,15595.00,3429.00,13504.00,16933.00,1697.00,934.00,2631.00,19564.00,15247.00,15796.00,31043.00,1339.00,9.00,1348.00,32391.00,22748.00,23593.00,46341.00,1293.00,9.00,1302.00,47643.00,23641.00,36999.00,60640.00,3375.00,14.00,3389.00,64029.00,39562.00,68636.00,108198.00,2650.00,15.00,2665.00,110863.00,26733.00,42077.00,68810.00,1917.00,..,1917.00,70727.00,25092.00,43322.00,68414.00,1974.00,..,1974.00,70388.00,45114.00,58724.00,103838.00,1907.00,..,1907.00,105745.00,62928.00,46977.00,109905.00,1874.00,..,1874.00,111779.00,83181.00,44579.00,127760.00,1876.00,..,1876.00,129636.00,79046.00,50837.00,129883.00,2822.00,195.00,3017.00,132900.00,86374.00,68196.00,154570.00,7253.00,4617.00,11870.00,166440.00,80834.00,72415.00,153249.00,6493.00,4727.00,11220.00,164469.00,72337.00,89156.00,161493.00,11004.00,5573.00,16577.00,178070.00,80144.00,96346.00,176490.00,12594.00,13373.00,25967.00,202457.00,84836.00,92543.00,177379.00,11081.00,9685.00,20766.00,198145.00,78176.00,81344.00,159520.00,9570.00,5852.00,15422.00,174942.00,62609.00,94508.00,157117.00,7008.00,3048.00,10056.00,167173.00,70473.00,99631.00,170104.00,8954.00,7278.00,16232.00,186336.00,89507.00,93243.00,182750.00,9046.00,6629.00,15675.00,198425.00,95092.00,99921.00,195013.00,10514.00,5893.00,16407.00,211420.00,119317.00,101480.00,220797.00,16020.00,2488.00,18508.00,239305.00,99759.00,110566.28,210325.28,13921.00,4084.00,18005.00,228330.28,100006.00,107522.00,207528.00,10518.00,3512.00,14030.00,221558.00,109586.00,109908.00,219494.00,8977.00,2432.40,11409.40,230903.40,114136.00,..,..,..,..,..,..
"Yellow Corn","....Aurora",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.00,..,13.00,13.00,..,13.00,26.00,12.00,..,12.00,12.00,..,12.00,24.00,14.00,..,14.00,14.00,..,14.00,28.00,14.00,..,14.00,34.00,..,34.00,48.00,33.00,..,33.00,63.00,..,63.00,96.00,50.00,..,50.00,48.00,..,48.00,98.00,52.00,..,52.00,51.00,..,51.00,103.00,62.00,4.00,66.00,58.00,..,58.00,124.00,66.00,5.00,71.00,724.00,..,724.00,795.00,1740.00,4836.00,6576.00,4117.00,2234.00,6351.00,12927.00,2724.00,4681.00,7405.00,3869.00,2262.00,6131.00,13536.00,2808.00,5216.00,8024.00,5552.00,3325.00,8877.00,16901.00,3558.00,4091.00,7649.00,4276.00,11340.00,15616.00,23265.00,6720.00,6611.00,13331.00,4330.00,7709.00,12039.00,25370.00,5076.00,5513.00,10589.00,3074.00,4015.00,7089.00,17678.00,3407.00,5430.00,8837.00,1464.00,2664.00,4128.00,12965.00,4212.00,6222.00,10434.00,3600.00,6320.00,9920.00,20354.00,6090.00,6680.00,12770.00,2497.00,5326.00,7823.00,20593.00,7015.00,6903.00,13918.00,2550.00,4670.00,7220.00,21138.00,7540.00,7950.00,15490.00,4950.00,1253.00,6203.00,21693.00,7500.00,7950.00,15450.00,5870.00,2894.00,8764.00,24214.00,6500.00,8032.00,14532.00,3382.00,2365.00,5747.00,20279.00,5650.00,6325.00,11975.00,1936.00,1172.00,3108.00,15083.00,4920.00,..,..,..,..,..,..
"Yellow Corn","....Bataan",..,100.00,100.00,..,..,..,100.00,..,100.00,100.00,..,..,..,100.00,..,125.00,125.00,..,..,..,125.00,..,105.00,105.00,..,..,..,105.00,..,102.00,102.00,..,..,..,102.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,262.00,160.00,422.00,..,..,..,422.00,171.00,195.00,366.00,..,..,..,366.00,360.00,195.00,555.00,..,..,..,555.00,562.00,675.00,1237.00,..,..,..,1237.00,900.00,468.00,1368.00,..,..,..,1368.00,234.00,56.00,290.00,..,..,..,290.00,90.00,60.00,150.00,..,..,..,150.00,84.00,60.00,144.00,..,..,..,144.00,85.00,60.00,145.00,..,..,..,145.00,97.00,34.00,131.00,..,..,..,131.00,112.00,35.00,147.00,35.00,106.00,141.00,288.00,318.00,447.00,765.00,729.00,1556.00,2285.00,3050.00,650.00,578.00,1228.00,594.00,1556.00,2150.00,3378.00,432.00,524.00,956.00,1613.00,1320.00,2933.00,3889.00,538.00,377.00,915.00,1465.00,1362.00,2827.00,3742.00,601.00,2574.00,3175.00,1252.00,1393.00,2645.00,5820.00,3482.00,1159.00,4641.00,1545.00,1339.00,2884.00,7525.00,3499.00,1668.00,5167.00,1816.00,260.00,2076.00,7243.00,2594.00,2197.00,4791.00,495.00,730.00,1225.00,6016.00,3749.00,3345.00,7094.00,1155.00,626.00,1781.00,8875.00,3333.00,1255.00,4588.00,742.00,568.00,1310.00,5898.00,3392.00,2422.00,5814.00,1112.00,815.00,1927.00,7741.00,3308.00,2237.00,5545.00,708.00,449.00,1157.00,6702.00,2742.00,1794.00,4536.00,525.00,761.00,1286.00,5822.00,2819.00,1504.00,4323.00,547.00,708.00,1255.00,5578.00,2906.00,..,..,..,..,..,..
"Yellow Corn","....Bulacan",505.00,..,505.00,..,..,..,505.00,737.00,402.00,1139.00,10.00,8.00,18.00,1157.00,878.00,420.00,1298.00,..,10.00,10.00,1308.00,998.00,617.00,1615.00,..,..,..,1615.00,555.00,291.00,846.00,..,..,..,846.00,1210.00,569.00,1779.00,..,..,..,1779.00,480.00,200.00,680.00,..,..,..,680.00,416.00,385.00,801.00,5.00,..,5.00,806.00,635.00,790.00,1425.00,5.00,3.00,8.00,1433.00,384.00,577.00,961.00,6.00,3.00,9.00,970.00,595.00,842.00,1437.00,6.00,11.00,17.00,1454.00,579.00,110.00,689.00,6.00,12.00,18.00,707.00,495.00,624.00,1119.00,42.00,..,42.00,1161.00,435.00,222.00,657.00,35.00,..,35.00,692.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,147.00,84.00,231.00,231.00,300.00,250.00,550.00,193.00,75.00,268.00,818.00,25.00,203.00,228.00,40.00,66.00,106.00,334.00,..,100.00,100.00,..,72.00,72.00,172.00,..,120.00,120.00,..,25.00,25.00,145.00,100.00,100.00,200.00,..,23.00,23.00,223.00,23.00,50.00,73.00,..,36.00,36.00,109.00,20.00,50.00,70.00,..,27.00,27.00,97.00,20.00,50.00,70.00,..,30.00,30.00,100.00,26.00,50.00,76.00,..,28.00,28.00,104.00,25.00,54.00,79.00,..,35.00,35.00,114.00,246.00,55.00,301.00,..,35.00,35.00,336.00,102.00,55.00,157.00,..,..,..,157.00,..,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,..,..,..,..,..,..
"Yellow Corn","....Nueva Ecija",..,860.00,860.00,..,..,..,860.00,539.00,111.00,650.00,400.00,..,400.00,1050.00,464.00,94.00,558.00,298.00,..,298.00,856.00,389.00,1200.00,1589.00,5.00,..,5.00,1594.00,163.00,100.00,263.00,12.00,6.00,18.00,281.00,131.00,74.00,205.00,12.00,13.00,25.00,230.00,320.00,153.00,473.00,13.00,100.00,113.00,586.00,126.00,80.00,206.00,28.00,11.00,39.00,245.00,133.00,150.00,283.00,50.00,..,50.00,333.00,70.00,120.00,190.00,69.00,..,69.00,259.00,84.00,16.00,100.00,15.00,..,15.00,115.00,426.00,618.00,1044.00,37.00,..,37.00,1081.00,204.00,285.00,489.00,135.00,..,135.00,624.00,160.00,273.00,433.00,..,..,..,433.00,248.00,459.00,707.00,120.00,..,120.00,827.00,442.00,952.00,1394.00,143.00,..,143.00,1537.00,2665.00,1379.00,4044.00,498.00,..,498.00,4542.00,3514.00,2159.00,5673.00,828.00,..,828.00,6501.00,6353.00,3198.00,9551.00,998.00,480.00,1478.00,11029.00,6282.00,2940.00,9222.00,879.00,551.00,1430.00,10652.00,6630.00,3260.00,9890.00,774.00,686.00,1460.00,11350.00,6917.00,4868.00,11785.00,1042.00,621.00,1663.00,13448.00,6695.00,4335.00,11030.00,810.00,560.00,1370.00,12400.00,1060.00,2499.00,3559.00,1037.00,462.00,1499.00,5058.00,1110.00,3240.00,4350.00,950.00,97.00,1047.00,5397.00,1764.00,4245.00,6009.00,1284.00,198.00,1482.00,7491.00,3900.00,6650.00,10550.00,1293.00,324.00,1617.00,12167.00,4550.00,6650.00,11200.00,1472.00,260.00,1732.00,12932.00,5250.00,10223.00,15473.00,4290.00,79.00,4369.00,19842.00,5700.00,10368.00,16068.00,1938.00,300.00,2238.00,18306.00,5476.00,10439.00,15915.00,3053.00,276.00,3329.00,19244.00,5533.00,10302.00,15835.00,3253.00,275.40,3528.40,19363.40,9540.00,..,..,..,..,..,..
"Yellow Corn","....Pampanga",..,..,..,..,..,..,..,..,..,..,..,..,..,..,413.00,..,413.00,..,..,..,413.00,..,1203.00,1203.00,60.00,..,60.00,1263.00,720.00,720.00,1440.00,210.00,..,210.00,1650.00,500.00,875.00,1375.00,288.00,..,288.00,1663.00,1350.00,1456.00,2806.00,810.00,..,810.00,3616.00,894.00,1978.00,2872.00,820.00,..,820.00,3692.00,4095.00,4170.00,8265.00,825.00,..,825.00,9090.00,4743.00,8555.00,13298.00,1200.00,..,1200.00,14498.00,4550.00,13140.00,17690.00,3337.00,..,3337.00,21027.00,11100.00,12420.00,23520.00,2590.00,..,2590.00,26110.00,8775.00,8762.00,17537.00,1650.00,..,1650.00,19187.00,6360.00,9548.00,15908.00,1876.00,..,1876.00,17784.00,7935.00,8197.00,16132.00,1739.00,..,1739.00,17871.00,12900.00,10920.00,23820.00,1648.00,..,1648.00,25468.00,17400.00,17145.00,34545.00,1320.00,..,1320.00,35865.00,17622.00,17450.00,35072.00,1088.00,..,1088.00,36160.00,17620.00,17480.00,35100.00,900.00,205.00,1105.00,36205.00,18360.00,18900.00,37260.00,840.00,194.00,1034.00,38294.00,14950.00,22312.00,37262.00,1640.00,130.00,1770.00,39032.00,20125.00,21930.00,42055.00,1190.00,..,1190.00,43245.00,19732.00,22660.00,42392.00,864.00,..,864.00,43256.00,19630.00,21989.00,41619.00,764.00,..,764.00,42383.00,19425.00,21786.00,41211.00,147.00,..,147.00,41358.00,20758.00,21615.00,42373.00,..,..,..,42373.00,25790.00,21032.00,46822.00,77.00,..,77.00,46899.00,26617.00,23625.00,50242.00,125.00,..,125.00,50367.00,28607.00,23675.00,52282.00,110.00,..,110.00,52392.00,27191.00,27776.00,54967.00,120.00,61.00,181.00,55148.00,25016.00,28092.00,53108.00,120.00,60.00,180.00,53288.00,28125.00,28347.00,56472.00,60.00,62.00,122.00,56594.00,28101.00,..,..,..,..,..,..
"Yellow Corn","....Tarlac",..,1960.00,1960.00,130.00,..,130.00,2090.00,514.00,1181.00,1695.00,148.00,..,148.00,1843.00,469.00,3472.00,3941.00,148.00,30.00,178.00,4119.00,340.00,6456.00,6796.00,74.00,75.00,149.00,6945.00,5926.00,4560.00,10486.00,194.00,120.00,314.00,10800.00,1879.00,5376.00,7255.00,62.00,180.00,242.00,7497.00,2189.00,8384.00,10573.00,61.00,..,61.00,10634.00,1721.00,10890.00,12611.00,840.00,917.00,1757.00,14368.00,10208.00,10484.00,20692.00,454.00,..,454.00,21146.00,17173.00,14136.00,31309.00,..,..,..,31309.00,17830.00,22310.00,40140.00,..,..,..,40140.00,26535.00,54970.00,81505.00,..,..,..,81505.00,17000.00,32340.00,49340.00,56.00,..,56.00,49396.00,18000.00,33210.00,51210.00,..,..,..,51210.00,36788.00,50000.00,86788.00,..,..,..,86788.00,49440.00,35040.00,84480.00,32.00,..,32.00,84512.00,62920.00,25990.00,88910.00,..,..,..,88910.00,57500.00,30820.00,88320.00,..,..,..,88320.00,59593.00,41910.00,101503.00,300.00,..,300.00,101803.00,52325.00,44888.00,97213.00,271.00,..,271.00,97484.00,46608.00,57486.00,104094.00,1425.00,..,1425.00,105519.00,48076.00,64530.00,112606.00,4621.00,..,4621.00,117227.00,50106.00,55843.00,105949.00,3825.00,..,3825.00,109774.00,48700.00,50098.00,98798.00,3150.00,..,3150.00,101948.00,34998.00,62107.00,97105.00,2631.00,..,2631.00,99736.00,40945.00,65030.00,105975.00,3575.00,..,3575.00,109550.00,49681.00,54754.00,104435.00,4024.00,325.00,4349.00,108784.00,53228.00,61002.00,114230.00,5625.00,360.00,5985.00,120215.00,73876.00,56936.00,130812.00,5558.00,295.00,5853.00,136665.00,55158.00,61881.00,117039.00,5232.00,300.00,5532.00,122571.00,59889.00,58829.00,118718.00,3438.00,0.00,3438.00,122156.00,67348.00,61873.00,129221.00,3181.00,215.00,3396.00,132617.00,68501.00,..,..,..,..,..,..
"Yellow Corn","....Zambales",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.00,6.00,6.00,60.00,38.00,98.00,10.00,8.00,18.00,116.00,33.00,34.00,67.00,7.00,5.00,12.00,79.00,10.00,11.00,21.00,4.00,6.00,10.00,31.00,5.00,7.00,12.00,5.00,6.00,11.00,23.00,5.00,10.00,15.00,5.00,6.00,11.00,26.00,8.00,16.00,24.00,5.00,3.00,8.00,32.00,8.00,50.00,58.00,3.00,3.00,6.00,64.00,11.00,10.00,21.00,..,..,..,21.00,14.00,9.00,23.00,..,..,..,23.00,9.00,8.00,17.00,..,..,..,17.00,9.00,5.00,14.00,..,..,..,14.00,37.00,27.00,64.00,..,..,..,64.00,232.00,368.00,600.00,..,5.00,5.00,605.00,450.00,75.00,525.00,16.00,67.00,83.00,608.00,468.00,225.00,693.00,..,98.00,98.00,791.00,909.00,258.00,1167.00,..,40.00,40.00,1207.00,930.00,430.00,1360.00,..,25.00,25.00,1385.00,882.00,420.00,1302.00,..,..,..,1302.00,205.00,36.00,241.00,..,..,..,241.00,150.00,227.00,377.00,..,..,..,377.00,180.00,272.00,452.00,..,..,..,452.00,271.00,732.00,1003.00,..,..,..,1003.00,324.00,432.00,756.00,..,..,..,756.00,406.00,219.00,625.00,..,11.00,11.00,636.00,800.00,299.28,1099.28,53.00,80.00,133.00,1232.28,383.00,336.00,719.00,0.00,50.00,50.00,769.00,111.00,1557.00,1668.00,0.00,0.00,0.00,1668.00,168.00,..,..,..,..,..,..
"Yellow Corn","..REGION IV-A (CALABARZON)",50719.00,1176.00,51895.00,28315.00,10826.00,39141.00,91036.00,36927.00,10614.00,47541.00,29672.00,1296.00,30968.00,78509.00,36543.00,8245.00,44788.00,26852.00,..,26852.00,71640.00,31907.00,9815.00,41722.00,28039.00,115.00,28154.00,69876.00,34890.00,10070.00,44960.00,20064.00,1355.00,21419.00,66379.00,36786.00,3510.00,40296.00,13813.00,2169.00,15982.00,56278.00,9548.00,1380.00,10928.00,11671.00,4614.00,16285.00,27213.00,8148.00,6880.00,15028.00,15931.00,4584.00,20515.00,35543.00,11235.00,5050.00,16285.00,22125.00,3901.00,26026.00,42311.00,6335.00,9561.00,15896.00,16115.00,11398.00,27513.00,43409.00,6322.00,9295.00,15617.00,11551.00,14019.00,25570.00,41187.00,4546.00,7587.00,12133.00,8495.00,14833.00,23328.00,35461.00,5881.00,6702.00,12583.00,10611.00,13467.00,24078.00,36661.00,4893.00,8669.00,13562.00,9997.00,13870.00,23867.00,37429.00,5009.00,9067.00,14076.00,11286.00,12221.00,23507.00,37583.00,5448.00,9618.00,15066.00,9503.00,9479.00,18982.00,34048.00,4033.00,7849.00,11882.00,7597.00,9512.00,17109.00,28991.00,3735.00,7112.00,10847.00,9983.00,13197.00,23180.00,34027.00,6716.00,10100.00,16816.00,14961.00,10606.00,25567.00,42383.00,9845.00,6865.00,16710.00,12802.00,812.00,13614.00,30324.00,4205.00,9660.00,13865.00,15931.00,5457.00,21388.00,35253.00,7457.00,3952.00,11409.00,12443.00,5383.00,17826.00,29235.00,7103.00,4444.00,11547.00,7756.00,3962.00,11718.00,23265.00,3488.00,677.00,4165.00,11279.00,9100.00,20379.00,24544.00,5447.00,3545.00,8992.00,9143.00,6705.00,15848.00,24840.00,5840.00,3315.00,9155.00,10397.00,9015.00,19412.00,28567.00,6720.00,3279.00,9999.00,14519.00,14430.00,28949.00,38948.00,10274.00,4088.00,14362.00,8926.00,20105.00,29031.00,43393.00,11214.00,4956.00,16170.00,4626.00,18625.00,23251.00,39421.00,17337.00,6211.00,23548.00,21378.00,21028.00,42406.00,65954.00,16297.00,8443.40,24740.40,19522.00,18502.00,38024.00,62764.40,19295.00,7318.00,26613.00,13734.78,24408.08,38142.86,64755.86,15879.83,..,..,..,..,..,..
"Yellow Corn","....Batangas",37099.00,46.00,37145.00,11035.00,1256.00,12291.00,49436.00,36010.00,..,36010.00,11862.00,1296.00,13158.00,49168.00,32460.00,..,32460.00,10833.00,..,10833.00,43293.00,31248.00,..,31248.00,9102.00,..,9102.00,40350.00,33900.00,..,33900.00,1632.00,28.00,1660.00,35560.00,32390.00,..,32390.00,3433.00,2169.00,5602.00,37992.00,2474.00,..,2474.00,3936.00,1584.00,5520.00,7994.00,1980.00,..,1980.00,1729.00,1785.00,3514.00,5494.00,960.00,20.00,980.00,5346.00,630.00,5976.00,6956.00,2529.00,1683.00,4212.00,2239.00,2062.00,4301.00,8513.00,2499.00,..,2499.00,2904.00,1757.00,4661.00,7160.00,405.00,..,405.00,3445.00,2383.00,5828.00,6233.00,927.00,338.00,1265.00,3150.00,1857.00,5007.00,6272.00,970.00,154.00,1124.00,3036.00,1590.00,4626.00,5750.00,845.00,168.00,1013.00,3384.00,2300.00,5684.00,6697.00,902.00,..,902.00,1911.00,132.00,2043.00,2945.00,429.00,..,429.00,81.00,150.00,231.00,660.00,488.00,..,488.00,750.00,450.00,1200.00,1688.00,3575.00,26.00,3601.00,1302.00,726.00,2028.00,5629.00,4025.00,23.00,4048.00,432.00,60.00,492.00,4540.00,713.00,20.00,733.00,913.00,420.00,1333.00,2066.00,2816.00,98.00,2914.00,2065.00,580.00,2645.00,5559.00,3199.00,175.00,3374.00,2368.00,908.00,3276.00,6650.00,923.00,..,923.00,3909.00,897.00,4806.00,5729.00,302.00,175.00,477.00,2970.00,758.00,3728.00,4205.00,1477.00,400.00,1877.00,2514.00,914.00,3428.00,5305.00,812.00,71.00,883.00,2938.00,2420.00,5358.00,6241.00,1041.00,72.00,1113.00,1472.00,2515.00,3987.00,5100.00,1815.00,855.00,2670.00,1072.00,346.00,1418.00,4088.00,406.00,483.00,889.00,1383.00,2691.00,4074.00,4963.00,938.00,199.00,1137.00,376.00,664.00,1040.00,2177.00,1696.00,660.00,2356.00,714.00,1548.00,2262.00,4618.00,1326.00,..,..,..,..,..,..
"Yellow Corn","....Cavite",4725.00,..,4725.00,9630.00,200.00,9830.00,14555.00,..,3916.00,3916.00,9745.00,..,9745.00,13661.00,3224.00,..,3224.00,9708.00,..,9708.00,12932.00,125.00,..,125.00,9672.00,..,9672.00,9797.00,437.00,..,437.00,9782.00,..,9782.00,10219.00,82.00,..,82.00,2400.00,..,2400.00,2482.00,77.00,..,77.00,894.00,..,894.00,971.00,198.00,..,198.00,702.00,..,702.00,900.00,200.00,7.00,207.00,802.00,..,802.00,1009.00,380.00,10.00,390.00,675.00,5.00,680.00,1070.00,378.00,..,378.00,637.00,4.00,641.00,1019.00,280.00,..,280.00,840.00,..,840.00,1120.00,332.00,..,332.00,1010.00,..,1010.00,1342.00,280.00,..,280.00,667.00,..,667.00,947.00,195.00,..,195.00,1364.00,38.00,1402.00,1597.00,548.00,..,548.00,1368.00,..,1368.00,1916.00,513.00,..,513.00,1740.00,15.00,1755.00,2268.00,363.00,..,363.00,1008.00,14.00,1022.00,1385.00,645.00,..,645.00,1050.00,28.00,1078.00,1723.00,610.00,9.00,619.00,737.00,24.00,761.00,1380.00,522.00,3.00,525.00,824.00,124.00,948.00,1473.00,446.00,..,446.00,538.00,73.00,611.00,1057.00,660.00,20.00,680.00,490.00,175.00,665.00,1345.00,470.00,7.00,477.00,302.00,260.00,562.00,1039.00,326.00,..,326.00,486.00,118.00,604.00,930.00,497.00,47.00,544.00,423.00,81.00,504.00,1048.00,291.00,2.00,293.00,618.00,189.00,807.00,1100.00,242.00,6.00,248.00,341.00,431.00,772.00,1020.00,404.00,11.00,415.00,334.00,376.00,710.00,1125.00,53.00,19.00,72.00,69.00,186.00,255.00,327.00,182.00,34.40,216.40,141.00,225.00,366.00,582.40,236.00,0.00,236.00,123.60,188.40,312.00,548.00,40.43,..,..,..,..,..,..
